,ANIO,MES,DIA,TMAX
11934,1988,12,7,27.5
11935,1988,12,8,30.4
11936,1988,12,9,31.3
11937,1988,12,10,31.8
11938,1988,12,11,32.3
11939,1988,12,12,29.8
11940,1988,12,13,28.5
11941,1988,12,14,35.8
11942,1988,12,15,35.2
11943,1988,12,16,39.6
11944,1988,12,17,31.0
11945,1988,12,18,31.0
11946,1988,12,19,26.7
11947,1988,12,20,31.0
11948,1988,12,21,33.7
11949,1988,12,22,29.2
11950,1988,12,23,35.2
11951,1988,12,24,36.0
11952,1988,12,25,34.7
11953,1988,12,26,32.7
11954,1988,12,27,33.8
11955,1988,12,28,28.1
11956,1988,12,29,32.9
11957,1988,12,30,35.5
11958,1988,12,31,35.0
12293,1989,12,1,29.7
12294,1989,12,2,34.1
12295,1989,12,3,26.8
12296,1989,12,4,31.7
12297,1989,12,5,31.5
12298,1989,12,6,28.6
12299,1989,12,7,32.0
12300,1989,12,8,34.0
12301,1989,12,9,26.5
12302,1989,12,10,34.2
12303,1989,12,11,29.5
12304,1989,12,12,32.4
12305,1989,12,13,26.5
12306,1989,12,14,29.6
12307,1989,12,15,32.3
12308,1989,12,16,28.5
12309,1989,12,17,28.6
12310,1989,12,18,30.2
12311,1989,12,19,31.0
12312,1989,12,20,33.7
12313,1989,12,21,33.0
12314,1989,12,22,33.8
12315,1989,12,23,28.3
12316,1989,12,24,31.0
12317,1989,12,25,33.3
12318,1989,12,26,34.0
12319,1989,12,27,33.1
12320,1989,12,28,32.0
12321,1989,12,29,32.9
12322,1989,12,30,34.5
12323,1989,12,31,31.7
12658,1990,12,1,28.7
12659,1990,12,2,30.4
12660,1990,12,3,29.2
12661,1990,12,4,32.5
12662,1990,12,5,35.7
12663,1990,12,6,28.5
12664,1990,12,7,23.6
12665,1990,12,8,26.4
12666,1990,12,9,25.7
12667,1990,12,10,27.4
12668,1990,12,11,24.6
12669,1990,12,12,20.5
12670,1990,12,13,26.4
12671,1990,12,14,26.3
12672,1990,12,15,32.9
12673,1990,12,16,31.8
12674,1990,12,17,33.7
12675,1990,12,18,33.1
12676,1990,12,19,29.3
12677,1990,12,20,33.0
12678,1990,12,21,35.4
12679,1990,12,22,25.1
12680,1990,12,23,27.6
12681,1990,12,24,25.7
12682,1990,12,25,27.8
12683,1990,12,26,32.8
12684,1990,12,27,29.7
12685,1990,12,28,23.0
12686,1990,12,29,24.3
12687,1990,12,30,29.0
12688,1990,12,31,33.1
13023,1991,12,1,26.6
13024,1991,12,2,33.4
13025,1991,12,3,31.3
13026,1991,12,4,36.0
13027,1991,12,5,29.0
13028,1991,12,6,35.1
13029,1991,12,7,27.3
13030,1991,12,8,36.4
13031,1991,12,9,26.3
13032,1991,12,10,29.5
13033,1991,12,11,24.4
13034,1991,12,12,23.4
13035,1991,12,13,28.1
13036,1991,12,14,21.0
13037,1991,12,15,24.8
13038,1991,12,16,30.3
13039,1991,12,17,26.0
13040,1991,12,18,31.3
13041,1991,12,19,30.2
13042,1991,12,20,30.6
13043,1991,12,21,26.5
13044,1991,12,22,29.2
13045,1991,12,23,29.6
13046,1991,12,24,28.2
13047,1991,12,25,24.5
13048,1991,12,26,23.9
13049,1991,12,27,27.5
13050,1991,12,28,27.3
13051,1991,12,29,30.5
13052,1991,12,30,23.8
13053,1991,12,31,24.1
13389,1992,12,1,25.8
13390,1992,12,2,26.8
13391,1992,12,3,28.1
13392,1992,12,4,29.6
13393,1992,12,5,23.6
13394,1992,12,6,26.8
13395,1992,12,7,26.1
13396,1992,12,8,26.6
13397,1992,12,9,25.4
13398,1992,12,10,25.7
13399,1992,12,11,27.0
13400,1992,12,12,26.9
13401,1992,12,13,33.0
13402,1992,12,14,28.0
13403,1992,12,15,27.4
13404,1992,12,16,23.1
13405,1992,12,17,26.8
13406,1992,12,18,30.2
13407,1992,12,19,29.1
13408,1992,12,20,28.7
13409,1992,12,21,28.7
13410,1992,12,22,30.8
13411,1992,12,23,27.7
13412,1992,12,24,28.8
13413,1992,12,25,25.4
13414,1992,12,26,30.4
13415,1992,12,27,30.4
13416,1992,12,28,32.8
13417,1992,12,29,26.9
13418,1992,12,30,28.7
13419,1992,12,31,24.8
13754,1993,12,1,28.2
13755,1993,12,2,33.7
13756,1993,12,3,38.8
13757,1993,12,4,32.5
13758,1993,12,5,25.7
13759,1993,12,6,29.6
13760,1993,12,7,31.8
13761,1993,12,8,32.9
13762,1993,12,9,29.5
13763,1993,12,10,31.4
13764,1993,12,11,33.7
13765,1993,12,12,37.5
13766,1993,12,13,25.2
13767,1993,12,14,25.2
13768,1993,12,15,24.9
13769,1993,12,16,26.0
13770,1993,12,17,30.0
13771,1993,12,18,33.1
13772,1993,12,19,33.4
13773,1993,12,20,26.3
13774,1993,12,21,27.2
13775,1993,12,22,24.0
13776,1993,12,23,31.1
13777,1993,12,24,35.4
13778,1993,12,25,23.5
13779,1993,12,26,28.1
13780,1993,12,27,31.0
13781,1993,12,28,30.4
13782,1993,12,29,28.0
13783,1993,12,30,30.0
13784,1993,12,31,32.9
14119,1994,12,1,37.2
14120,1994,12,2,32.1
14121,1994,12,3,29.0
14122,1994,12,4,26.2
14123,1994,12,5,30.5
14124,1994,12,6,30.0
14125,1994,12,7,34.2
14126,1994,12,8,34.8
14127,1994,12,9,39.0
14128,1994,12,10,38.9
14129,1994,12,11,38.0
14130,1994,12,12,36.3
14131,1994,12,13,30.6
14132,1994,12,14,32.4
14133,1994,12,15,34.0
14134,1994,12,16,29.5
14135,1994,12,17,30.7
14136,1994,12,18,33.3
14137,1994,12,19,31.5
14138,1994,12,20,28.0
14139,1994,12,21,32.8
14140,1994,12,22,32.2
14141,1994,12,23,36.1
14142,1994,12,24,33.4
14143,1994,12,25,31.0
14144,1994,12,26,36.4
14145,1994,12,27,33.5
14146,1994,12,28,28.8
14147,1994,12,29,32.5
14148,1994,12,30,36.1
14149,1994,12,31,38.5
14484,1995,12,1,30.7
14485,1995,12,2,30.6
14486,1995,12,3,33.1
14487,1995,12,4,33.3
14488,1995,12,5,35.6
14489,1995,12,6,35.2
14490,1995,12,7,30.5
14491,1995,12,8,24.4
14492,1995,12,9,31.0
14493,1995,12,10,32.9
14494,1995,12,11,28.8
14495,1995,12,12,31.0
14496,1995,12,13,34.6
14497,1995,12,14,34.5
14498,1995,12,15,32.4
14499,1995,12,16,37.4
14500,1995,12,17,32.4
14501,1995,12,18,40.0
14502,1995,12,19,38.5
14503,1995,12,20,38.5
14504,1995,12,21,34.2
14505,1995,12,22,27.7
14506,1995,12,23,28.3
14507,1995,12,24,31.6
14508,1995,12,25,32.0
14509,1995,12,26,32.3
14510,1995,12,27,32.2
14511,1995,12,28,33.2
14512,1995,12,29,35.8
14513,1995,12,30,34.9
14514,1995,12,31,34.9
14850,1996,12,1,34.2
14851,1996,12,2,33.5
14852,1996,12,3,31.1
14853,1996,12,4,27.2
14854,1996,12,5,27.5
14855,1996,12,6,25.6
14856,1996,12,7,26.6
14857,1996,12,8,28.5
14858,1996,12,9,26.0
14859,1996,12,10,25.0
14860,1996,12,11,26.6
14861,1996,12,12,24.7
14862,1996,12,13,27.6
14863,1996,12,14,30.8
14864,1996,12,15,33.2
14865,1996,12,16,29.8
14866,1996,12,17,31.4
14867,1996,12,18,32.8
14868,1996,12,19,29.4
14869,1996,12,20,29.5
14870,1996,12,21,29.4
14871,1996,12,22,32.0
14872,1996,12,23,31.5
14873,1996,12,24,31.8
14874,1996,12,25,29.4
14875,1996,12,26,31.3
14876,1996,12,27,34.7
14877,1996,12,28,31.5
14878,1996,12,29,34.9
14879,1996,12,30,34.6
14880,1996,12,31,30.4
15215,1997,12,1,28.6
15216,1997,12,2,33.0
15217,1997,12,3,27.5
15218,1997,12,4,29.6
15219,1997,12,5,30.5
15220,1997,12,6,33.3
15221,1997,12,7,30.8
15222,1997,12,8,33.3
15223,1997,12,9,30.5
15224,1997,12,10,31.0
15225,1997,12,11,27.6
15226,1997,12,12,24.1
15227,1997,12,13,28.0
15228,1997,12,14,31.0
15229,1997,12,15,29.5
15230,1997,12,16,25.8
15231,1997,12,17,25.5
15232,1997,12,18,30.0
15233,1997,12,19,28.0
15234,1997,12,20,30.9
15235,1997,12,21,25.6
15236,1997,12,22,24.7
15237,1997,12,23,27.0
15238,1997,12,24,28.1
15239,1997,12,25,31.9
15240,1997,12,26,39.0
15241,1997,12,27,30.6
15242,1997,12,28,30.0
15243,1997,12,29,32.6
15244,1997,12,30,28.2
15245,1997,12,31,26.1
15580,1998,12,1,28.0
15581,1998,12,2,31.9
15582,1998,12,3,33.0
15583,1998,12,4,32.0
15584,1998,12,5,27.7
15585,1998,12,6,27.6
15586,1998,12,7,34.0
15587,1998,12,8,28.6
15588,1998,12,9,28.5
15589,1998,12,10,31.2
15590,1998,12,11,35.0
15591,1998,12,12,34.1
15592,1998,12,13,29.9
15593,1998,12,14,30.5
15594,1998,12,15,33.2
15595,1998,12,16,30.1
15596,1998,12,17,27.0
15597,1998,12,18,31.1
15598,1998,12,19,33.0
15599,1998,12,20,26.9
15600,1998,12,21,25.8
15601,1998,12,22,27.8
15602,1998,12,23,33.5
15603,1998,12,24,33.6
15604,1998,12,25,35.2
15605,1998,12,26,38.1
15606,1998,12,27,38.4
15607,1998,12,28,27.2
15608,1998,12,29,31.6
15609,1998,12,30,33.6
15610,1998,12,31,31.0
15945,1999,12,1,27.8
15946,1999,12,2,26.6
15947,1999,12,3,32.3
15948,1999,12,4,35.9
15949,1999,12,5,26.6
15950,1999,12,6,22.1
15951,1999,12,7,25.5
15952,1999,12,8,29.0
15953,1999,12,9,29.3
15954,1999,12,10,23.2
15955,1999,12,11,20.2
15956,1999,12,12,26.2
15957,1999,12,13,28.5
15958,1999,12,14,31.8
15959,1999,12,15,34.0
15960,1999,12,16,34.5
15961,1999,12,17,34.5
15962,1999,12,18,28.9
15963,1999,12,19,27.6
15964,1999,12,20,30.8
15965,1999,12,21,29.6
15966,1999,12,22,28.5
15967,1999,12,23,29.2
15968,1999,12,24,32.3
15969,1999,12,25,29.1
15970,1999,12,26,35.3
15971,1999,12,27,31.0
15972,1999,12,28,27.6
15973,1999,12,29,29.1
15974,1999,12,30,30.6
15975,1999,12,31,28.1
16311,2000,12,1,28.3
16312,2000,12,2,30.3
16313,2000,12,3,20.7
16314,2000,12,4,25.9
16315,2000,12,5,32.0
16316,2000,12,6,32.8
16317,2000,12,7,28.3
16318,2000,12,8,29.4
16319,2000,12,9,35.2
16320,2000,12,10,34.1
16321,2000,12,11,30.5
16322,2000,12,12,32.7
16323,2000,12,13,29.2
16324,2000,12,14,28.0
16325,2000,12,15,24.7
16326,2000,12,16,26.9
16327,2000,12,17,33.6
16328,2000,12,18,34.4
16329,2000,12,19,32.0
16330,2000,12,20,24.6
16331,2000,12,21,31.2
16332,2000,12,22,32.3
16333,2000,12,23,27.9
16334,2000,12,24,29.4
16335,2000,12,25,38.0
16336,2000,12,26,36.2
16337,2000,12,27,32.5
16338,2000,12,28,28.9
16339,2000,12,29,29.0
16340,2000,12,30,30.7
16341,2000,12,31,33.0
16676,2001,12,1,31.1
16677,2001,12,2,24.2
16678,2001,12,3,18.4
16679,2001,12,4,27.8
16680,2001,12,5,31.0
16681,2001,12,6,33.0
16682,2001,12,7,33.5
16683,2001,12,8,23.5
16684,2001,12,9,29.0
16685,2001,12,10,30.7
16686,2001,12,11,34.9
16687,2001,12,12,32.6
16688,2001,12,13,31.0
16689,2001,12,14,29.5
16690,2001,12,15,31.0
16691,2001,12,16,33.7
16692,2001,12,17,33.4
16693,2001,12,18,36.2
16694,2001,12,19,33.6
16695,2001,12,20,33.0
16696,2001,12,21,28.3
16697,2001,12,22,29.6
16698,2001,12,23,30.5
16699,2001,12,24,29.4
16700,2001,12,25,30.6
16701,2001,12,26,32.5
16702,2001,12,27,34.4
16703,2001,12,28,34.7
16704,2001,12,29,34.9
16705,2001,12,30,30.6
16706,2001,12,31,31.0
17041,2002,12,1,25.0
17042,2002,12,2,26.4
17043,2002,12,3,23.5
17044,2002,12,4,26.1
17045,2002,12,5,29.0
17046,2002,12,6,28.5
17047,2002,12,7,27.7
17048,2002,12,8,19.0
17049,2002,12,9,25.5
17050,2002,12,10,29.2
17051,2002,12,11,32.0
17052,2002,12,12,33.0
17053,2002,12,13,30.2
17054,2002,12,14,30.3
17055,2002,12,15,32.7
17056,2002,12,16,31.4
17057,2002,12,17,27.3
17058,2002,12,18,34.2
17059,2002,12,19,31.1
17060,2002,12,20,29.4
17061,2002,12,21,29.7
17062,2002,12,22,26.9
17063,2002,12,23,22.7
17064,2002,12,24,30.5
17065,2002,12,25,33.0
17066,2002,12,26,36.8
17067,2002,12,27,36.0
17068,2002,12,28,26.2
17069,2002,12,29,24.6
17070,2002,12,30,23.4
17071,2002,12,31,23.0
17406,2003,12,1,31.0
17407,2003,12,2,27.4
17408,2003,12,3,26.3
17409,2003,12,4,24.0
17410,2003,12,5,25.5
17411,2003,12,6,31.8
17412,2003,12,7,26.5
17413,2003,12,8,25.6
17414,2003,12,9,28.0
17415,2003,12,10,34.0
17416,2003,12,11,28.5
17417,2003,12,12,23.6
17418,2003,12,13,28.5
17419,2003,12,14,25.5
17420,2003,12,15,23.0
17421,2003,12,16,24.5
17422,2003,12,17,29.0
17423,2003,12,18,31.0
17424,2003,12,19,34.5
17425,2003,12,20,33.8
17426,2003,12,21,39.2
17427,2003,12,22,26.9
17428,2003,12,23,27.5
17429,2003,12,24,23.3
17430,2003,12,25,33.6
17431,2003,12,26,33.8
17432,2003,12,27,25.0
17433,2003,12,28,24.0
17434,2003,12,29,27.2
17435,2003,12,30,32.6
17436,2003,12,31,27.5
17772,2004,12,1,33.7
17773,2004,12,2,35.7
17774,2004,12,3,32.0
17775,2004,12,4,29.8
17776,2004,12,5,29.0
17777,2004,12,6,27.0
17778,2004,12,7,29.5
17779,2004,12,8,26.9
17780,2004,12,9,28.9
17781,2004,12,10,30.1
17782,2004,12,11,30.5
17783,2004,12,12,32.2
17784,2004,12,13,33.2
17785,2004,12,14,31.9
17786,2004,12,15,29.2
17787,2004,12,16,27.8
17788,2004,12,17,30.0
17789,2004,12,18,34.0
17790,2004,12,19,29.2
17791,2004,12,20,27.2
17792,2004,12,21,25.0
17793,2004,12,22,29.5
17794,2004,12,23,31.5
17795,2004,12,24,27.3
17796,2004,12,25,29.9
17797,2004,12,26,29.7
17798,2004,12,27,32.5
17799,2004,12,28,30.4
17800,2004,12,29,29.2
17801,2004,12,30,32.6
17802,2004,12,31,33.2
18137,2005,12,1,19.5
18138,2005,12,2,20.0
18139,2005,12,3,33.9
18140,2005,12,4,29.5
18141,2005,12,5,24.0
18142,2005,12,6,25.4
18143,2005,12,7,30.8
18144,2005,12,8,32.2
18145,2005,12,9,26.5
18146,2005,12,10,26.0
18147,2005,12,11,30.0
18148,2005,12,12,32.5
18149,2005,12,13,31.0
18150,2005,12,14,32.8
18151,2005,12,15,36.3
18152,2005,12,16,29.4
18153,2005,12,17,31.7
18154,2005,12,18,29.5
18155,2005,12,19,25.7
18156,2005,12,20,31.5
18157,2005,12,21,33.7
18158,2005,12,22,35.2
18159,2005,12,23,31.3
18160,2005,12,24,26.7
18161,2005,12,25,29.2
18162,2005,12,26,31.3
18163,2005,12,27,33.2
18164,2005,12,28,32.9
18165,2005,12,29,33.6
18166,2005,12,30,28.2
18167,2005,12,31,31.2
18502,2006,12,1,34.7
18503,2006,12,2,29.6
18504,2006,12,3,27.9
18505,2006,12,4,30.8
18506,2006,12,5,27.2
18507,2006,12,6,29.7
18508,2006,12,7,29.5
18509,2006,12,8,29.7
18510,2006,12,9,31.0
18511,2006,12,10,33.5
18512,2006,12,11,32.0
18513,2006,12,12,26.0
18514,2006,12,13,30.0
18515,2006,12,14,29.0
18516,2006,12,15,30.0
18517,2006,12,16,35.0
18518,2006,12,17,31.8
18519,2006,12,18,22.2
18520,2006,12,19,28.2
18521,2006,12,20,26.0
18522,2006,12,21,29.6
18523,2006,12,22,32.6
18524,2006,12,23,35.0
18525,2006,12,24,30.0
18526,2006,12,25,28.1
18527,2006,12,26,30.6
18528,2006,12,27,33.7
18529,2006,12,28,32.1
18530,2006,12,29,37.2
18531,2006,12,30,33.2
18532,2006,12,31,34.5
18867,2007,12,1,32.2
18868,2007,12,2,31.0
18869,2007,12,3,34.4
18870,2007,12,4,28.6
18871,2007,12,5,28.2
18872,2007,12,6,34.2
18873,2007,12,7,30.5
18874,2007,12,8,30.0
18875,2007,12,9,33.5
18876,2007,12,10,30.0
18877,2007,12,11,31.2
18878,2007,12,12,34.7
18879,2007,12,13,37.4
18880,2007,12,14,31.2
18881,2007,12,15,28.5
18882,2007,12,16,29.2
18883,2007,12,17,28.3
18884,2007,12,18,35.1
18885,2007,12,19,36.3
18886,2007,12,20,36.6
18887,2007,12,21,38.4
18888,2007,12,22,32.6
18889,2007,12,23,26.6
18890,2007,12,24,29.5
18891,2007,12,25,31.8
18892,2007,12,26,27.0
18893,2007,12,27,30.6
18894,2007,12,28,29.8
18895,2007,12,29,34.2
18896,2007,12,30,36.6
18897,2007,12,31,37.2
19233,2008,12,1,25.6
19234,2008,12,2,26.9
19235,2008,12,3,26.2
19236,2008,12,4,30.4
19237,2008,12,5,32.2
19238,2008,12,6,28.8
19239,2008,12,7,35.2
19240,2008,12,8,36.9
19241,2008,12,9,30.3
19242,2008,12,10,24.5
19243,2008,12,11,29.0
19244,2008,12,12,25.3
19245,2008,12,13,30.6
19246,2008,12,14,31.8
19247,2008,12,15,34.7
19248,2008,12,16,37.0
19249,2008,12,17,31.7
19250,2008,12,18,30.2
19251,2008,12,19,32.6
19252,2008,12,20,37.0
19253,2008,12,21,32.3
19254,2008,12,22,26.0
19255,2008,12,23,26.8
19256,2008,12,24,32.8
19257,2008,12,25,34.5
19258,2008,12,26,33.3
19259,2008,12,27,33.7
19260,2008,12,28,30.6
19261,2008,12,29,30.2
19262,2008,12,30,33.0
19263,2008,12,31,28.7
19598,2009,12,1,33.3
19599,2009,12,2,30.5
19600,2009,12,3,25.0
19601,2009,12,4,25.2
19602,2009,12,5,30.6
19603,2009,12,6,26.0
19604,2009,12,7,26.0
19605,2009,12,8,26.0
19606,2009,12,9,30.5
19607,2009,12,10,30.7
19608,2009,12,11,27.2
19609,2009,12,12,29.5
19610,2009,12,13,32.0
19611,2009,12,14,30.5
19612,2009,12,15,26.2
19613,2009,12,16,22.8
19614,2009,12,17,31.5
19615,2009,12,18,33.7
19616,2009,12,19,37.0
19617,2009,12,20,29.1
19618,2009,12,21,32.5
19619,2009,12,22,31.9
19620,2009,12,23,33.4
19621,2009,12,24,24.6
19622,2009,12,25,30.2
19623,2009,12,26,34.9
19624,2009,12,27,31.5
19625,2009,12,28,32.7
19626,2009,12,29,31.1
19627,2009,12,30,24.1
19628,2009,12,31,29.0
19963,2010,12,1,33.9
19964,2010,12,2,31.0
19965,2010,12,3,29.2
19966,2010,12,4,30.9
19967,2010,12,5,29.5
19968,2010,12,6,34.8
19969,2010,12,7,31.5
19970,2010,12,8,30.0
19971,2010,12,9,37.1
19972,2010,12,10,39.6
19973,2010,12,11,32.5
19974,2010,12,12,24.0
19975,2010,12,13,30.2
19976,2010,12,14,35.6
19977,2010,12,15,34.9
19978,2010,12,16,35.5
19979,2010,12,17,38.4
19980,2010,12,18,31.7
19981,2010,12,19,23.1
19982,2010,12,20,32.0
19983,2010,12,21,34.9
19984,2010,12,22,36.0
19985,2010,12,23,37.2
19986,2010,12,24,33.5
19987,2010,12,25,36.6
19988,2010,12,26,36.5
19989,2010,12,27,36.9
19990,2010,12,28,34.5
19991,2010,12,29,33.9
19992,2010,12,30,32.1
19993,2010,12,31,30.3
20328,2011,12,1,27.5
20329,2011,12,2,30.1
20330,2011,12,3,31.7
20331,2011,12,4,25.4
20332,2011,12,5,30.2
20333,2011,12,6,28.9
20334,2011,12,7,29.6
20335,2011,12,8,30.5
20336,2011,12,9,33.6
20337,2011,12,10,35.5
20338,2011,12,11,34.0
20339,2011,12,12,23.8
20340,2011,12,13,30.5
20341,2011,12,14,28.8
20342,2011,12,15,30.1
20343,2011,12,16,30.4
20344,2011,12,17,32.5
20345,2011,12,18,39.0
20346,2011,12,19,38.6
20347,2011,12,20,39.9
20348,2011,12,21,43.5
20349,2011,12,22,35.7
20350,2011,12,23,27.5
20351,2011,12,24,24.8
20352,2011,12,25,30.0
20353,2011,12,26,34.1
20354,2011,12,27,35.0
20355,2011,12,28,33.8
20356,2011,12,29,29.3
20357,2011,12,30,34.2
20358,2011,12,31,35.5
20694,2012,12,1,26.5
20695,2012,12,2,33.8
20696,2012,12,3,32.9
20697,2012,12,4,26.5
20698,2012,12,5,31.7
20699,2012,12,6,37.9
20700,2012,12,7,26.5
20701,2012,12,8,30.6
20702,2012,12,9,34.0
20703,2012,12,10,36.7
20704,2012,12,11,32.4
20705,2012,12,12,37.6
20706,2012,12,13,31.5
20707,2012,12,14,36.9
20708,2012,12,15,32.4
20709,2012,12,16,35.5
20710,2012,12,17,27.5
20711,2012,12,18,25.0
20712,2012,12,19,29.5
20713,2012,12,20,25.9
20714,2012,12,21,26.9
20715,2012,12,22,29.5
20716,2012,12,23,34.0
20717,2012,12,24,38.2
20718,2012,12,25,34.1
20719,2012,12,26,27.0
20720,2012,12,27,26.2
20721,2012,12,28,32.0
20722,2012,12,29,33.4
20723,2012,12,30,37.5
20724,2012,12,31,32.1
21059,2013,12,1,34.8
21060,2013,12,2,38.5
21061,2013,12,3,28.7
21062,2013,12,4,38.0
21063,2013,12,5,34.0
21064,2013,12,6,28.6
21065,2013,12,7,35.2
21066,2013,12,8,37.4
21067,2013,12,9,26.2
21068,2013,12,10,29.0
21069,2013,12,11,31.5
21070,2013,12,12,30.3
21071,2013,12,13,34.2
21072,2013,12,14,35.2
21073,2013,12,15,34.5
21074,2013,12,16,36.9
21075,2013,12,17,37.2
21076,2013,12,18,34.5
21077,2013,12,19,34.5
21078,2013,12,20,34.6
21079,2013,12,21,36.0
21080,2013,12,22,38.0
21081,2013,12,23,38.5
21082,2013,12,24,40.3
21083,2013,12,25,41.6
21084,2013,12,26,35.1
21085,2013,12,27,34.7
21086,2013,12,28,38.0
21087,2013,12,29,35.6
21088,2013,12,30,37.3
21089,2013,12,31,29.8
21424,2014,12,1,24.8
21425,2014,12,2,29.0
21426,2014,12,3,34.2
21427,2014,12,4,34.0
21428,2014,12,5,34.5
21429,2014,12,6,38.6
21430,2014,12,7,33.6
21431,2014,12,8,32.6
21432,2014,12,9,38.3
21433,2014,12,10,32.9
21434,2014,12,11,25.6
21435,2014,12,12,29.5
21436,2014,12,13,30.5
21437,2014,12,14,26.2
21438,2014,12,15,23.0
21439,2014,12,16,23.0
21440,2014,12,17,29.5
21441,2014,12,18,32.5
21442,2014,12,19,35.4
21443,2014,12,20,30.7
21444,2014,12,21,22.8
21445,2014,12,22,25.2
21446,2014,12,23,29.1
21447,2014,12,24,31.2
21448,2014,12,25,36.0
21449,2014,12,26,34.1
21450,2014,12,27,29.3
21451,2014,12,28,32.2
21452,2014,12,29,34.5
21453,2014,12,30,31.8
21454,2014,12,31,27.0
21789,2015,12,1,32.0
21790,2015,12,2,27.0
21791,2015,12,3,30.2
21792,2015,12,4,31.2
21793,2015,12,5,26.2
21794,2015,12,6,28.7
21795,2015,12,7,32.5
21796,2015,12,8,31.8
21797,2015,12,9,29.5
21798,2015,12,10,34.0
21799,2015,12,11,36.0
21800,2015,12,12,30.0
21801,2015,12,13,32.5
21802,2015,12,14,30.5
21803,2015,12,15,28.0
21804,2015,12,16,31.3
21805,2015,12,17,28.6
21806,2015,12,18,24.8
21807,2015,12,19,25.6
21808,2015,12,20,30.0
21809,2015,12,21,34.0
21810,2015,12,22,33.0
21811,2015,12,23,30.5
21812,2015,12,24,31.6
21813,2015,12,25,35.0
21814,2015,12,26,36.7
21815,2015,12,27,39.1
21816,2015,12,28,34.8
21817,2015,12,29,38.5
21818,2015,12,30,35.2
21819,2015,12,31,32.6
22155,2016,12,1,34.2
22156,2016,12,2,25.5
22157,2016,12,3,33.5
22158,2016,12,4,35.2
22159,2016,12,5,29.8
22160,2016,12,6,29.5
22161,2016,12,7,29.0
22162,2016,12,8,25.2
22163,2016,12,9,23.5
22164,2016,12,10,32.5
22165,2016,12,11,33.2
22166,2016,12,12,38.4
22167,2016,12,13,32.5
22168,2016,12,14,31.0
22169,2016,12,15,31.8
22170,2016,12,16,34.2
22171,2016,12,17,38.3
22172,2016,12,18,30.7
22173,2016,12,19,34.5
22174,2016,12,20,35.8
22175,2016,12,21,39.0
22176,2016,12,22,31.1
22177,2016,12,23,29.6
22178,2016,12,24,24.2
22179,2016,12,25,36.0
22180,2016,12,26,27.0
22181,2016,12,27,26.1
22182,2016,12,28,31.5
22183,2016,12,29,31.7
22184,2016,12,30,34.5
22185,2016,12,31,39.1
22520,2017,12,1,31.5
22521,2017,12,2,27.8
22522,2017,12,3,26.8
22523,2017,12,4,25.8
22524,2017,12,5,28.0
22525,2017,12,6,31.0
22526,2017,12,7,35.5
22527,2017,12,8,30.0
22528,2017,12,9,34.0
22529,2017,12,10,35.3
22530,2017,12,11,31.6
22531,2017,12,12,34.6
22532,2017,12,13,33.4
22533,2017,12,14,35.0
22534,2017,12,15,35.5
22535,2017,12,16,42.5
22536,2017,12,17,37.8
22537,2017,12,18,28.2
22538,2017,12,19,24.8
22539,2017,12,20,36.7
22540,2017,12,21,30.7
22541,2017,12,22,35.5
22542,2017,12,23,26.5
22543,2017,12,24,29.6
22544,2017,12,25,35.1
22545,2017,12,26,36.5
22546,2017,12,27,30.8
22547,2017,12,28,36.0
22548,2017,12,29,37.6
22549,2017,12,30,39.2
22550,2017,12,31,32.2
22885,2018,12,1,23.8
22886,2018,12,2,21.6
22887,2018,12,3,29.4
22888,2018,12,4,33.4
22889,2018,12,5,28.0
22890,2018,12,6,24.6
22891,2018,12,7,28.4
22892,2018,12,8,30.7
22893,2018,12,9,33.5
22894,2018,12,10,36.5
22895,2018,12,11,38.0
22896,2018,12,12,28.2
22897,2018,12,13,36.6
22898,2018,12,14,32.6
22899,2018,12,15,29.2
22900,2018,12,16,31.2
22901,2018,12,17,30.0
22902,2018,12,18,22.0
22903,2018,12,19,29.2
22904,2018,12,20,28.8
22905,2018,12,21,28.7
22906,2018,12,22,32.0
22907,2018,12,23,33.5
22908,2018,12,24,33.4
22909,2018,12,25,35.2
22910,2018,12,26,37.5
22911,2018,12,27,32.0
22912,2018,12,28,35.2
22913,2018,12,29,38.6
22914,2018,12,30,33.4
22915,2018,12,31,30.5
23250,2019,12,1,31.5
23251,2019,12,2,27.6
23252,2019,12,3,31.0
23253,2019,12,4,25.4
23254,2019,12,5,29.1
23255,2019,12,6,34.0
23256,2019,12,7,33.0
23257,2019,12,8,32.3
23258,2019,12,9,35.0
23259,2019,12,10,37.5
23260,2019,12,11,40.1
23261,2019,12,12,31.6
23262,2019,12,13,30.6
23263,2019,12,14,33.6
23264,2019,12,15,30.0
23265,2019,12,16,30.2
23266,2019,12,17,34.8
23267,2019,12,18,34.6
23268,2019,12,19,37.0
23269,2019,12,20,30.2
23270,2019,12,21,28.2
23271,2019,12,22,30.2
23272,2019,12,23,36.0
23273,2019,12,24,39.9
23274,2019,12,25,32.6
23275,2019,12,26,29.2
23276,2019,12,27,37.4
23277,2019,12,28,36.5
23278,2019,12,29,31.5
23279,2019,12,30,31.6
23280,2019,12,31,33.5
